ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
EVRG,"Evergy, Inc.",Utilities,Utilities—Regulated Electric,2.4,1,0.495323,3.39,3.96,17.097343,14.636363,5.98,41.51,1.3962901,0.39932,0.1297,-0.073,-0.064,0.0422,0.7325,3.39,135.117,0.02683,0.08162,0.089,0.464
EVRI,Everi Holdings Inc.,Consumer Cyclical,Gambling,1.6,4,2.294076,1.24,1.24,11.782258,11.782258,0.67,2.875,5.081739,0.43736,0.14495,-0.032,0.142,,0.0,,388.763,0.07918,0.50126,1.028,1.253
EVT,Eaton Vance Tax Advantaged Divi,Financial Services,Asset Management,,,1.282646,-0.07,,,,,23.636,0.97986126,0.0,-0.07044,,-0.001,0.0779,,7.62,25.37,0.01402,-0.0027599998,1.426,1.426
EVTC,"Evertec, Inc.",Technology,Software—Infrastructure,2.6,2,0.956702,3.38,3.01,12.08284,13.568107,1.27,8.244,4.9539056,0.30817,0.35419,-0.085,0.041,0.0050999997,0.059899997,0.54,77.139,0.07453,0.42743,1.513,1.98
EVTL,Vertical Aerospace Ltd.,Industrials,Aerospace & Defense,3.2,,0.377265,-0.67,-0.52,,-3.1923077,5638.5,0.034,48.823524,0.0,0.0,,,,0.0,,,-0.39023,-3.03654,7.27,7.383
EVTV,"Envirotech Vehicles, Inc.",Consumer Cyclical,Auto Manufacturers,2.0,,0.227952,-0.63,0.0,,,,4.819,0.5665076,-1.11006,-1.11703,,4.476,,0.0,,0.063,-0.07329,-0.11886,9.236,16.076
EVV,316100,Financial Services,Asset Management,,,0.607551,-0.59,,,,,10.509,0.8992292,0.0,-0.50323004,,0.28,0.0996,,9.35,21.985,0.02883,-0.03797,0.062,0.071
EW,Edwards Lifesciences Corporatio,Healthcare,Medical Devices,2.4,3,1.019397,2.38,2.88,32.95168,27.230904,3.19,10.488,7.477594,0.30954,0.24562,-0.231,0.114,,0.0,,10.618,0.1154,0.22403,2.01,3.152
EWBC,"East West Bancorp, Inc.",Financial Services,Banks—Diversified,2.0,1,1.423276,8.92,7.88,6.649103,7.52665,0.88,45.671,1.2986358,0.0,0.53793,0.215,0.078,0.0321,0.1973,2.24,,0.01935,0.20985001,,
EWCZ,"European Wax Center, Inc.",Consumer Defensive,Household & Personal Products,2.1,8,,0.12,0.53,154.66667,35.018867,-2.33,1.879,9.877594,0.28077,0.02306,,0.098,,0.0,,290.059,0.03582,0.03576,1.694,2.944
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,Biotechnology,1.6,9,-0.288863,-1.29,-2.04,,-3.0686276,,5.197,1.2045411,0.0,0.0,,,,0.0,,1.716,-0.16663,-0.25736,25.793,26.218
EXAI,Exscientia Plc,Healthcare,Biotechnology,2.0,,,-1.46,-1.34,,-5.6791043,0.11,3.624,2.0998895,0.0,0.0,,-0.174,,0.0,,4.36,-0.17364,-0.28152,6.918,7.031
EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,2.0,3,1.419466,-2.92,-1.08,,-78.444534,-0.47,16.93,5.0041404,-0.08651,-0.18764,,0.193,,0.0,,84.127,-0.03882,-0.13779001,1.963,2.405
EXC,Exelon Corporation,Utilities,Utilities—Regulated Electric,2.2,5,0.613785,2.26,2.5,17.663715,15.967999,2.7,25.199,1.5841898,0.3241,0.10658,-0.277,0.137,0.036,0.65190005,3.31,169.955,0.02465,0.087,0.432,0.95
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,2.0,3,0.671631,0.47,0.94,44.042557,22.021278,0.63,7.894,2.6222448,0.09667,0.09581,0.136,0.12,,0.0,,7.702,0.0293,0.06678,4.449,4.683
EXFY,"Expensify, Inc.",Technology,Software—Application,2.2,,,-0.32,0.33,,14.329696,-0.57,1.24,3.8135483,-0.05945,-0.15115,,-0.007,,0.0,,65.616,-0.03934,-0.27332002,2.085,3.136
EXG,Eaton Vance Tax-Managed Global ,Financial Services,Asset Management,,,,0.46,,17.26087,,,,,0.0,0.0,,,0.083500005,1.6342,9.38,,,,,
EXK,Endeavour Silver Corporation,Basic Materials,Other Precious Metals & Mining,2.3,6,1.449856,-0.01,0.23,,13.173913,,1.691,1.7918391,0.21815,0.00479,-0.559,-0.039,,0.0,,4.34,0.02962,0.0032300001,2.003,3.016
EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,2.1,1,0.977831,4.72,1.58,5.8538136,17.48734,1.34,5.033,5.4897676,0.1766,0.111140005,0.377,0.168,,0.0,,34.171,0.105900005,0.22547,2.147,2.367
EXP,Eagle Materials Inc,Basic Materials,Building Materials,2.2,3,1.331485,12.47,15.19,15.198075,12.47663,1.72,34.938,5.424466,0.34362,0.21816,0.236,0.071,0.0053,0.0763,,95.814,0.13427,0.40418997,1.32,2.682
EXPD,Expeditors International of Was,Industrials,Integrated Freight & Logistics,3.3,6,0.99515,7.66,5.15,15.544387,23.120388,-1.21,20.609,5.777573,0.11342,0.08249,-0.293,-0.444,0.0112,0.1749,1.18,16.526,0.15442,0.35347998,2.247,2.419
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,2.5,10,1.618288,1.96,11.79,56.32653,9.363868,0.45,12.181,9.063295,0.118030004,0.07333,,0.056,,0.0,,203.638,0.03111,0.27224,0.601,0.83
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,2.7,8,2.72913,0.05,0.3,488.9,81.48333,22.28,1.674,14.602748,0.00224,0.0019,0.0,-0.129,0.0074,3.6,,0.014,-0.00159,0.03135,1.157,1.588
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,2.7,4,0.62002,1.96,2.23,44.362244,38.991028,2.89,6.967,12.480264,0.25797,0.20950001,0.02,0.097,0.0117999995,0.5076,0.9,8.063,0.12579,0.29323998,2.602,2.767
EXPR,"Express, Inc.",Consumer Cyclical,Apparel Retail,2.0,4,1.741253,3.39,-0.24,0.23923303,-3.3791666,0.01,3.16,0.25664556,-0.03612,0.12931,,-0.15,,0.0,,333.405,-0.061090004,2.05999,0.103,0.937
EXR,Extra Space Storage Inc,Real Estate,REIT—Industrial,2.5,7,0.556286,6.35,6.26,20.282677,20.57428,3.77,24.106,5.34286,0.68991,0.39874,-0.131,0.081,0.0321,1.1846,3.19,191.333,0.05992,0.22193001,0.18,0.18
EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,2.1,3,2.007966,0.43,1.99,72.2093,15.603015,0.96,0.914,33.971554,0.11158,0.05949,3.782,0.308,,0.0,,226.642,0.06309,0.75399,0.724,1.001
EYE,"National Vision Holdings, Inc.",Consumer Cyclical,Specialty Retail,2.3,3,1.335296,0.4,0.63,51.975002,33.0,5.45,11.484,1.8103448,0.07869,0.01482,-0.346,0.066,,0.0,,112.705,0.01642,0.03274,0.929,1.345
EYEN,"Eyenovia, Inc.",Healthcare,Biotechnology,1.5,,1.644613,-0.72,-0.83,,-2.4939759,,0.416,4.975961,0.0,0.0,,,,0.0,,69.535,-0.45294,-1.15817,4.098,5.085
EYPT,"EyePoint Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.7,5,1.296847,-2.58,-2.01,,-6.1741295,,1.669,7.43559,-2.26258,-2.83813,,-0.213,,0.0,,11.22,-0.26202,-1.0157399,2.227,2.425
EZFL,"EzFill Holdings, Inc.",Technology,Software—Application,2.0,,,-4.1,0.44,,4.7043185,,1.092,1.8955128,-0.66482,-0.92485,,1.236,,0.0,,89.799,-0.57151,-1.45924,0.873,1.06
EZGO,EZGO Technologies Ltd.,Consumer Cyclical,Recreational Vehicles,,,1.408235,-0.49,,,,,1.265,1.8734387,-0.31392,-0.37171,,-0.203,,0.0,,9.806,-0.09024,-0.2236,1.502,2.374
EZPW,"EZCORP, Inc.",Financial Services,Credit Services,1.0,,1.243851,0.39,0.87,23.538464,10.551724,0.3,13.392,0.6854839,0.12477,0.03513,0.408,0.185,,0.0,,83.381,0.04165,0.0499,2.019,4.739
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,2.7,10,1.607204,0.73,1.88,17.465616,6.781862,-3.41,10.913,1.1683222,0.08157,0.024360001,1.938,0.119,0.0466,0.5825,,332.179,0.01788,0.09125,0.989,1.205
FA,First Advantage Corporation,Industrials,Specialty Business Services,2.6,9,1.212633,0.35,1.14,43.2,13.263158,1.85,7.531,2.0077014,0.28359,0.06726,-0.884,-0.076,,0.0,,51.554,0.029849999,0.0475,6.374,6.538
FAF,First American Corporation (New,Financial Services,Insurance—Specialty,2.4,3,1.273986,2.01,5.39,31.084578,11.591837,-1.87,46.244,1.3510942,0.088690005,0.036459997,0.317,-0.202,0.033299997,0.8966,3.24,46.84,0.016,0.049200002,0.376,0.376
FAM,First Trust/Aberdeen Global Opp,Financial Services,Asset Management,,,0.670938,-2.27,,,,,6.682,0.9353487,0.0,0.0,,-0.231,0.115200005,,9.87,44.217,0.021270001,-0.27855,0.326,0.337
FAMI,"Farmmi, Inc. Ordinary Shares",Consumer Defensive,Packaged Foods,,,0.892622,0.1,,4.259,,,6.47,0.0658269,0.00982,0.02242,-0.127,1.556,,0.0,,2.943,0.00357,0.014099999,12.51,18.488
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,2.0,4,2.03152,24.14,18.94,6.187034,7.885691,-12.37,86.787,1.7209374,0.80818003,0.44233,-0.615,-0.32,0.0461,0.4715,2.68,41.543,0.11717,0.23724002,0.389,0.432
FANH,Fanhua Inc.,Financial Services,Insurance Brokers,3.0,,0.115691,0.52,0.68,12.134616,9.279411,1.62,35.331,0.17859669,0.07807,0.067930005,,0.206,,0.2616,,15.45,0.03727,0.093219995,1.76,1.983
FARM,Farmer Brothers Company,Consumer Defensive,Packaged Foods,2.0,6,1.687911,-1.89,-1.21,,-2.305785,-0.04,3.701,0.7538503,-0.024600001,-0.07218,,0.041,,0.0,,188.014,-0.06352,-0.41456002,0.686,1.657
FARO,"FARO Technologies, Inc.",Technology,Scientific & Technical Instruments,2.2,3,1.294769,-2.04,0.64,,27.125002,-1.05,14.318,1.2124599,-0.06104,-0.15979,,0.104,,0.0,,33.292,-0.04942,-0.20327999,1.64,2.384
FAST,Fastenal Company,Industrials,Industrial Distribution,3.1,3,1.146172,1.96,2.12,28.992193,26.804106,4.54,5.918,9.602011,0.23183,0.15515,0.042,0.059,0.025,0.6735,2.35,18.291,0.20452999,0.34249002,1.921,4.259
FAT,FAT Brands Inc.,Consumer Cyclical,Restaurants,2.0,,2.027017,-8.67,-4.28,,-1.7873831,,-14.855,,0.06978,-0.31815,,0.039,0.0732,,,,0.00064000004,,0.237,0.415
FATBB,FAT Brands Inc.,Consumer Cyclical,Restaurants,,,2.027017,-8.16,,,,,-14.855,,0.06978,-0.31815,,0.039,0.0683,,,,0.00064000004,,0.237,0.415
FATBP,FAT Brands Inc. - 8.25% Series ,Consumer Cyclical,Restaurants,,,2.027017,-3.357,,,,,-14.855,,0.06978,-0.31815,,0.039,0.128,,,,0.00064000004,,0.237,0.415
FATBW,FAT Brands Inc.,,,,,,,,,,,,,,,,,,,,,,,,
FATE,"Fate Therapeutics, Inc.",Healthcare,Biotechnology,2.6,7,1.460685,-2.4,-2.0,,-1.746,0.05,4.863,0.7180753,-1.80704,-1.71636,,2.203,,0.0,,22.538,-0.22042,-0.42294,8.701,9.001
FATH,Fathom Digital Manufacturing Co,Technology,Computer Hardware,2.7,,1.177877,-11.17,-0.09,,-9.168889,-0.03,0.819,1.0075703,0.10515001,0.0,-0.889,-0.137,,0.0,,122.641,-0.00543,-1.59054,0.539,0.822
FATP,Fat Projects Acquisition Corp,Financial Services,Shell Companies,,,,-0.08,,,,,-0.783,,0.0,0.0,,,,0.0,,,,,0.001,8.504
FATPW,Fat Projects Acquisition Corp Warrant,,,,,,,,,,,,,,,,,,,,,,,,
FAX,592314,Financial Services,Asset Management,,,0.552476,-0.17,,,,,3.157,0.8489072,0.0,-0.6229,,-0.091,0.122200005,,9.66,46.678,0.02861,-0.05077,2.029,2.997
FAZE,FaZe Holdings Inc.,Communication Services,Internet Content & Information,,,-0.527839,-3.49,,,,,0.488,0.73770493,-0.76791,-2.59158,,-0.206,,0.0,,6.099,-0.74578005,,2.805,3.168
FAZEW,,,,,,,,,,,,,,,,,,,,,,,,,
FBIN,"Fortune Brands Innovations, Inc",Industrials,Building Products & Equipment,2.6,3,1.581572,3.83,4.46,18.6188,15.988789,2.45,17.157,4.156321,0.18141001,0.11046,-0.453,-0.073,0.0128999995,0.2873,1.46,154.21,0.05906,0.17822,0.794,1.489
FBIO,"Fortress Biotech, Inc.",Healthcare,Biotechnology,1.8,7,2.021475,-1.04,-0.21,,-2.5714288,-0.02,0.29,1.8620691,0.0,-1.4374499,,-0.481,,0.0,,633.798,-0.40053,-2.0580702,1.396,1.563
FBIOP,"Fortress Biotech, Inc. - 9.375%",Healthcare,Biotechnology,,7,2.021475,-0.863,,,,,0.29,58.447933,0.0,-1.4374499,,-0.481,0.1355,,11.64,633.798,-0.40053,-2.0580702,1.396,1.563
FBIZ,First Business Financial Servic,Financial Services,Banks—Regional,2.0,1,0.766193,4.78,4.55,7.186192,7.54945,0.99,31.344,1.0959035,0.0,0.28530002,-0.24,-0.04,0.026500002,0.1906,2.74,,0.01268,0.14658,,
FBK,FB Financial Corporation,Financial Services,Banks—Regional,3.0,3,1.048493,3.02,2.52,11.427152,13.694444,,29.636,1.1644621,0.0,0.28107,0.829,0.027,0.0168,0.18540001,1.09,,0.0113,0.10467,,
FBMS,"The First Bancshares, Inc.",Financial Services,Banks—Regional,2.0,5,0.89089,2.46,3.19,12.906504,9.952978,,28.639,1.1086282,0.0,0.2802,-0.013,0.548,0.0271,0.32279998,1.54,,0.01013,0.096429996,,
FBNC,First Bancorp,Financial Services,Banks—Regional,2.2,3,1.072047,3.54,2.71,9.223165,12.047971,1.66,31.586,1.0336858,0.0,0.32182,-0.308,0.052,0.026099999,0.2733,1.91,,0.0107,0.1025,,
FBP,First BanCorp. New,Financial Services,Banks—Regional,2.0,1,1.143401,1.57,1.6,9.6751585,9.49375,9.03,7.818,1.9429522,0.0,0.33319,0.026,-0.039,0.0366,0.3312,,,0.01495,0.19563,,
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT—Mortgage,2.0,5,,1.05,1.64,13.228572,8.469513,,15.794,0.87944794,0.0,0.65249,,1.825,0.103599995,0.82559997,,248.885,0.023829998,0.08641,1.587,1.607
FBRX,"Forte Biosciences, Inc.",Healthcare,Biotechnology,3.0,,1.364611,-0.94,-6.36,,-0.13679245,,1.568,0.55484694,0.0,0.0,,,,0.0,,,-0.29221,-0.49495998,9.548,9.647
FC,Franklin Covey Company,Industrials,Consulting Services,1.7,2,1.248701,1.15,1.84,40.669567,25.418478,2.53,5.649,8.279342,0.11817,0.05881,-0.367,0.08,,0.0,,23.344,0.068569995,0.22143,0.738,0.909
FCAP,"First Capital, Inc.",Financial Services,Banks—Regional,,,0.344302,3.94,,9.533426,,,27.585,1.3616712,0.0,0.31583,0.008,0.046,0.029000001,0.2665,2.44,,0.01135,0.14866,,
FCBC,"First Community Bankshares, Inc",Financial Services,Banks—Regional,4.0,6,0.551437,2.83,2.33,11.862191,14.407725,2.61,26.291,1.2768627,0.0,0.31944,-0.204,0.046,0.0343,0.4099,3.5,,0.01429,0.103690006,,
FCCO,First Community Corporation,Financial Services,Banks—Regional,2.6,,0.549705,1.94,1.56,9.840206,12.23718,,16.349,1.1676555,0.0,0.24216999,0.049,0.053,0.0295,0.2784,2.52,,0.00863,0.12231,,
FCEL,"FuelCell Energy, Inc.",Industrials,Electrical Equipment & Parts,3.3,3,3.587461,-0.31,-0.28,,-6.8392854,-0.45,1.57,1.2197452,-0.65664,-0.79128,,1.341,,0.0,,14.705,-0.087110005,-0.17181998,5.521,7.221
FCF,First,Financial Services,Banks—Regional,2.1,2,0.930723,1.46,1.56,9.678082,9.057693,1.16,12.067,1.1709621,0.0,0.32865003,0.273,0.272,0.0354,0.3316,3.39,,0.0136899995,0.12509,,
FCFS,"FirstCash Holdings, Inc.",Financial Services,Credit Services,2.2,6,0.812608,5.8,6.82,16.63276,14.145161,2.25,41.96,2.2990944,0.28022,0.07903,-0.453,0.159,0.0134000005,0.26450002,1.41,89.945,0.05393,0.12488,2.255,3.665
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,2.0,1,0.209906,6.34,8.07,28.712145,22.557003,3.5,53.828,3.3817902,0.11659,0.07285,0.224,0.145,,0.0,,33.144,0.06601,0.13701999,2.081,2.296
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks—Regional,2.0,6,0.984066,704.4,180.94,2.107226,8.203437,,1300.961,1.1409488,0.0,2.05808,2.088,1.23,0.002,0.0034999999,0.3,,0.06792,0.70838,,
FCNCO,"First Citizens BancShares, Inc.",Financial Services,Banks—Regional,,6,0.984066,57.468,,0.3591564,,,1300.961,0.015865194,0.0,2.05808,2.088,1.23,0.0685,,,,0.06792,0.70838,,
FCNCP,"First Citizens BancShares, Inc.",Financial Services,Banks—Regional,,6,0.984066,57.468,,0.34453955,,,1300.961,0.015219517,0.0,2.05808,2.088,1.23,0.0683,,,,0.06792,0.70838,,
FCO,17210,Financial Services,Asset Management,,,0.655005,-0.18,,,,,4.116,1.4018464,0.0,-0.31999,,0.079,0.1433,,12.37,32.96,0.028499998,-0.026519999,2.153,3.856
FCPT,"Four Corners Property Trust, In",Real Estate,REIT—Retail,2.4,1,0.919986,1.19,1.11,21.68067,23.243242,,13.835,1.8648355,0.74961996,0.40227002,-0.229,0.095,0.0531,1.2185,4.58,80.987,0.03687,0.083909996,1.152,1.211
FCRX,"Crescent Capital BDC, Inc. 5.00",,,,,0.918773,0.142,,166.2493,,,19.385,1.2178179,0.0,0.055069998,-0.544,0.489,,,,121.905,0.044120003,0.01036,1.207,1.789
FCT,First Trust Senior Floating Rat,Financial Services,Asset Management,3.0,,,-0.36,,,,,10.955,0.9146509,0.0,0.53678,,0.336,0.1162,1.6573,8.29,16.862,0.036199998,0.04833,0.11,0.11
FCUV,Focus Universal Inc.,Technology,Scientific & Technical Instruments,,8,-0.092137,-0.05,,,,,0.107,16.35514,0.0,0.0,,0.502,,0.0,,3.313,-0.27645,-0.43743,6.675,7.454
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,2.4,2,2.026324,1.47,2.1,29.22449,20.457144,-1.61,11.298,3.8024428,0.35345,0.096269995,-0.596,0.059,0.014099999,0.4082,,36.481,0.06834,0.13248,1.624,2.936
FDBC,"Fidelity D & D Bancorp, Inc.",Financial Services,Banks—Regional,,10,0.438171,5.21,,9.596929,,,31.286,1.598159,0.0,0.3231,-0.304,-0.104,0.0276,0.2938,2.31,,0.01122,0.16003999,,
FDEU,First Trust Dynamic Europe Equi,Financial Services,Asset Management,,,,-1.55,,,,,,,0.0,0.0,,,0.064,,8.38,,,,,
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,1.9,6,2.338442,-3.37,-3.25,,-5.1753845,0.59,6.577,2.557397,0.0,0.0,,-0.756,,0.0,,7.174,-0.2499,-0.42683998,17.774,18.358
FDP,"Fresh Del Monte Produce, Inc.",Consumer Defensive,Farm Products,2.0,5,0.682715,2.33,2.38,12.23176,11.97479,0.5,42.203,0.67530745,0.06351,0.03144,1.25,-0.026,0.0287,0.22569999,1.57,29.753,0.03522,0.07442,0.911,1.968
FDUS,Fidus Investment Corporation,Financial Services,Asset Management,2.0,,,1.6,2.25,12.699625,9.030845,2.8,19.131,1.0621191,0.0,0.37967998,0.335,0.445,0.099,1.1187999,9.88,97.055,0.05192,0.08799,1.729,1.793
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,2.1,4,1.35885,15.47,21.6,17.231417,12.341204,3.21,103.859,2.566653,0.11761,0.044060003,1.86,-0.101,0.019199999,0.2972,1.49,146.933,0.0464,0.15568,1.255,1.37
FE,FirstEnergy Corp.,Utilities,Utilities—Regulated Electric,2.5,3,0.445791,0.71,2.69,51.126762,13.494423,2.12,18.33,1.98036,0.27634,0.03607,0.252,0.067,0.0432,1.95,3.97,218.831,0.026010001,0.04694,0.393,0.599
FEAM,"5E Advanced Materials, Inc.",Basic Materials,Specialty Chemicals,2.0,10,,-0.72,-1.04,,-3.0865386,,0.143,22.447552,0.0,0.0,,,,0.0,,57.821,-0.27118,-0.51278996,3.153,3.318
FEDU,Four Seasons Education (Cayman),Consumer Defensive,Education & Training Services,3.0,,-0.097332,-1.96,0.3,,32.999996,,216.021,0.045828875,-0.9374,-0.86702,,-0.715,,0.0,,0.783,-0.03704,-0.06603,5.843,5.85
FEI,First Trust MLP and Energy Inco,Financial Services,Asset Management,,,,0.58,,13.844828,,,,,0.0,0.0,,,0.0747,1.0345,10.89,,,,,
FEIM,"Frequency Electronics, Inc.",Technology,Communication Equipment,,,0.295116,-0.58,,,,,3.509,1.9008265,-0.05488,-0.1349,,0.28,,0.0,,23.22,-0.03667,-0.13826,0.978,1.771
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,2.8,3,0.974367,4.14,4.56,23.54831,21.379385,1.68,24.789,3.9327927,0.15186,0.09315,0.008,0.033,0.0092,0.2029,0.97,25.353,0.09354,0.18386,0.815,2.234
FEMY,Femasys Inc.,Healthcare,Medical Instruments & Supplies,2.0,,0.091128,-0.93,-0.56,,-0.89285713,,1.041,0.4803074,0.0,0.0,,-0.085,,0.0,,2.469,-0.37306,-0.63918,7.281,8.019
FEN,17547,Financial Services,Asset Management,,,1.137166,3.49,,4.0114613,,,14.664,0.95471907,0.0,-1.3613,,0.246,0.0854,0.2579,11.21,27.047,0.00546,-0.0352,0.272,0.276
FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology,1.8,6,0.234845,-0.98,0.17,,47.52941,,-0.368,,0.0,0.0,,,,0.0,,,-0.85595,,4.606,5.117
FENG,Phoenix New Media Limited,Communication Services,Internet Content & Information,2.0,,0.713197,-0.98,0.68,,2.2058823,,103.85,0.01444391,-0.17621,-0.115959994,,-0.165,,0.0,,7.172,-0.047849998,-0.07992,2.447,2.515
FERG,Ferguson plc,Industrials,Industrial Distribution,2.2,4,1.194665,8.98,9.23,17.905346,17.420368,17.4,23.064,6.971471,0.10533,0.06311,-0.348,-0.02,0.025899999,0.3793,2.27,110.824,0.11517999,0.40915,0.782,1.738
FET,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services,3.0,3,2.829927,1.97,-2.86,12.472081,-8.590909,,41.318,0.59465605,0.07782,-0.008590001,,0.077,,0.0,,48.214,0.01757,-0.01764,0.986,2.557
FEXD,Fintech Ecosystem Development C,Financial Services,Shell Companies,,,,0.23,,46.73913,,,-0.442,,0.0,0.0,-0.488,,,0.0,,,-0.01282,,0.005,0.019
FEXDR,Fintech Ecosystem Development C,,,,,,,,,,,,,,,,,,,,,,,,
FEXDU,Fintech Ecosystem Development C,Financial Services,Shell Companies,,,,,,,,,-0.442,,0.0,0.0,-0.488,,,,,,-0.01282,,0.005,0.019
FF,FutureFuel Corp.,Basic Materials,Specialty Chemicals,2.0,7,0.697956,1.11,0.8,9.162162,12.7125,,6.949,1.4635199,0.13049,0.11378,,0.755,0.023599999,0.21620001,2.38,0.188,0.08135,0.17082001,3.931,5.44
FFA,First Trust Enhanced Equity Inc,Financial Services,Asset Management,,,1.117076,-3.43,,,,,16.686,1.0805465,0.0,0.0,-0.7,0.105,0.0705,,7.15,,0.00477,-0.18044001,1.596,1.597
FFBC,First Financial Bancorp.,Financial Services,Banks—Regional,2.8,3,1.079667,2.75,2.32,8.3381815,9.883621,0.85,22.518,1.0182965,0.0,0.34397998,0.255,0.204,0.0397,0.3345,4.21,,0.01565,0.123859994,,
FFC,Flaherty & Crumrine Preferred S,Financial Services,Asset Management,1.0,,,-3.26,,,,,16.103,0.8582251,0.0,-1.02448,,0.032,0.077800006,,7.4,70.814,0.03767,-0.11144,3.517,3.6
FFIC,Flushing Financial Corporation,Financial Services,Banks—Regional,2.7,3,0.70904,1.57,0.97,10.197452,16.505154,3.22,23.18,0.69068164,0.0,0.23006001,-0.646,-0.332,0.054899998,0.56049997,4.59,,0.00565,0.07075,,
FFIE,Faraday Future Intelligent Elec,Consumer Cyclical,Auto Manufacturers,3.0,10,1.875383,-1.03,-0.28,,-0.98249996,,0.284,0.9686619,0.0,0.0,,,,0.0,,52.293,-0.36936,-1.19168,0.165,0.536
FFIEW,Property Solutions Acquisition ,,,,,,,,,,,,,,,,,,,,,,,,
FFIN,"First Financial Bankshares, Inc",Financial Services,Banks—Regional,3.0,3,0.753723,1.54,1.44,20.38961,21.805555,2.25,9.641,3.2569237,0.0,0.44191003,-0.151,-0.08,0.0222,0.4481,1.49,,0.01698,0.16427,,
FFIV,"F5, Inc.",Technology,Software—Infrastructure,2.8,4,1.074818,5.34,12.6,30.027153,12.725794,1.5,44.818,3.577692,0.20815,0.11837,0.08,0.042,,0.0,,10.996,0.0584,0.13338,1.005,1.151
FFNW,"First Financial Northwest, Inc.",Financial Services,Banks—Regional,2.0,,0.460685,1.32,0.58,9.212121,20.965517,2.56,17.402,0.6987702,0.0,0.21700001,-0.484,-0.1,0.0433,0.3712,2.92,,0.00723,0.06832,,
FFWM,First Foundation Inc.,Financial Services,Banks—Regional,2.0,4,1.011084,1.56,0.87,4.6858974,8.402299,2.7,16.22,0.4506782,0.0,-0.50644,,-0.367,0.0114,,,,-0.01307,-0.15599,,
FG,"F&G Annuities & Life, Inc.",Financial Services,Insurance—Life,3.0,,,0.37,4.05,76.02702,6.9456787,-5.43,19.663,1.4306056,0.0392,0.0188,,0.168,0.0291,0.5378,,63.783,,0.01349,0.242,1.003
FGB,First Trust Specialty Finance a,Financial Services,Asset Management,,,,-0.27,,,,,,,0.0,0.0,,,0.094799995,,11.66,,,,,
FGBI,"First Guaranty Bancshares, Inc.",Financial Services,Banks—Regional,3.0,5,,2.1,1.13,5.7428575,10.672566,,18.843,0.6400255,0.0,0.0,,,0.0541,0.4051,3.42,,,,,
FGBIP,"First Guaranty Bancshares, Inc.",Financial Services,Banks—Regional,,5,,2.603,,7.184019,,,18.843,0.992411,0.0,0.0,,,0.0863,,,,,,,
FGEN,"FibroGen, Inc",Healthcare,Biotechnology,3.3,7,,-2.84,-1.12,,-1.3125,,-0.228,,0.0,0.0,,,,0.0,,,,,,
FGF,"FG Financial Group, Inc.",Financial Services,Insurance—Diversified,,,0.667474,0.6,,2.5166667,,,1.742,0.86681974,0.0,0.23653,,41.941,,0.0,,0.134,0.09137999,0.18250999,0.618,2.011
FGFPP,"FG Financial Group, Inc.  - 8.0",Financial Services,Insurance—Diversified,,,0.667474,-2.536,,,,,1.742,9.414466,0.0,0.23653,,41.941,0.1273,,8.82,0.134,0.09137999,0.18250999,0.618,2.011
FGH,FG Group Holdings Inc.,Consumer Cyclical,Leisure,,,1.239002,-0.53,,,,,2.195,0.715262,-0.01464,-0.25027,,0.008,,0.0,,23.962,-0.01587,-0.21314,0.632,1.21
FGI,FGI Industries Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.0,,,0.31,0.45,5.919355,4.077778,,2.377,0.7719815,0.03154,0.01959,,-0.377,,0.0,,107.298,0.04147,0.13234,0.906,1.748
FGIWW,FGI Industries Ltd. Warrant,,,,,,,,,,,,,,,,,,,,,,,,
FGMC,FG Merger Corp.,Financial Services,Shell Companies,,,,-0.14,,,,,-0.057,,0.0,0.0,,,,0.0,,,,,0.232,0.41
FGMCW,,,,,,,,,,,,,,,,,,,,,,,,,
